locus_tag	ftype	length_bp	gene	EC_number	COG	product
GCJMANHL_00350	CDS	765	isfD	1.1.1.313	COG4221	Sulfoacetaldehyde reductase
GCJMANHL_00351	CDS	762	occP			Octopine permease ATP-binding protein P
GCJMANHL_00352	CDS	666	hisQ_1		COG4215	Histidine transport system permease protein HisQ
GCJMANHL_00353	CDS	642	yecS_1		COG0765	L-cystine transport system permease protein YecS
GCJMANHL_00354	CDS	852	fliY_1		COG0834	L-cystine-binding protein FliY
GCJMANHL_00355	CDS	1464	tauR		COG1167	HTH-type transcriptional regulator TauR
GCJMANHL_00356	CDS	1335	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
GCJMANHL_00357	CDS	924				hypothetical protein
GCJMANHL_00358	CDS	1116	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
GCJMANHL_00359	CDS	735				hypothetical protein
GCJMANHL_00360	CDS	3093	bepG			Efflux pump membrane transporter BepG
GCJMANHL_00361	CDS	1080	mdtA_1			Multidrug resistance protein MdtA
GCJMANHL_00362	CDS	2724	ctpF_1	3.6.3.-	COG0474	putative cation-transporting ATPase F
GCJMANHL_00363	CDS	111				hypothetical protein
GCJMANHL_00364	CDS	249				hypothetical protein
GCJMANHL_00365	CDS	342	soxS_1			Regulatory protein SoxS
GCJMANHL_00366	CDS	1101			COG2220	putative protein
GCJMANHL_00367	CDS	582				hypothetical protein
GCJMANHL_00368	CDS	369				hypothetical protein
GCJMANHL_00369	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
GCJMANHL_00370	CDS	288				hypothetical protein
GCJMANHL_00371	CDS	318				hypothetical protein
GCJMANHL_00372	CDS	1044				hypothetical protein
GCJMANHL_00373	CDS	867				hypothetical protein
GCJMANHL_00374	CDS	1428	jefA_2			Drug efflux pump JefA
GCJMANHL_00375	CDS	1245	ybdG_2		COG0668	Miniconductance mechanosensitive channel YbdG
GCJMANHL_00376	CDS	981	rbsR_1		COG1609	Ribose operon repressor
GCJMANHL_00377	CDS	417				hypothetical protein
GCJMANHL_00378	CDS	1152	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
GCJMANHL_00379	CDS	1023	iolE_1	4.2.1.44		Inosose dehydratase
GCJMANHL_00380	CDS	1242	yegT			Putative nucleoside transporter YegT
GCJMANHL_00381	CDS	1377	pheP		COG1113	Phenylalanine-specific permease
GCJMANHL_00382	CDS	2199	fcuA			Ferrichrome receptor FcuA
GCJMANHL_00383	CDS	1083	yncE_1		COG3391	putative protein YncE
GCJMANHL_00384	CDS	1485	feaB_1	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
GCJMANHL_00385	CDS	1302	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
GCJMANHL_00386	CDS	366				hypothetical protein
GCJMANHL_00387	CDS	1500	steT		COG0531	Serine/threonine exchanger SteT
GCJMANHL_00388	CDS	543				hypothetical protein
GCJMANHL_00389	CDS	363	higA		COG5499	Antitoxin HigA
GCJMANHL_00390	CDS	303				hypothetical protein
GCJMANHL_00391	CDS	1116		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
GCJMANHL_00392	CDS	1173				hypothetical protein
GCJMANHL_00393	CDS	684	malT_1			HTH-type transcriptional regulator MalT
GCJMANHL_00394	CDS	1188	atsB	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
GCJMANHL_00395	CDS	1734	atsA	3.1.6.1	COG3119	Arylsulfatase
GCJMANHL_00396	CDS	777	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GCJMANHL_00397	CDS	792	moaF			Protein MoaF
GCJMANHL_00398	CDS	504			COG1662	IS1 family transposase IS1R
GCJMANHL_00399	CDS	543	ecpR			HTH-type transcriptional regulator EcpR
GCJMANHL_00400	CDS	588	ecpA			Common pilus major fimbrillin subunit EcpA
GCJMANHL_00401	CDS	669	ecpB			putative fimbrial chaperone EcpB
GCJMANHL_00402	CDS	2526	ecpC			putative outer membrane usher protein EcpC
GCJMANHL_00403	CDS	1644	ecpD			Fimbria adhesin EcpD
GCJMANHL_00404	CDS	711	ecpE			putative fimbrial chaperone EcpE
GCJMANHL_00405	CDS	690	glnP_1		COG0765	putative glutamine ABC transporter permease protein GlnP
GCJMANHL_00406	CDS	579	gltJ_1		COG0765	Glutamate/aspartate import permease protein GltJ
GCJMANHL_00407	CDS	504			COG1662	IS1 family transposase IS1R
GCJMANHL_00408	CDS	501	dsbA_1		COG0526	Thiol:disulfide interchange protein DsbA
GCJMANHL_00409	CDS	789	phoH		COG1702	Protein PhoH
GCJMANHL_00410	CDS	1284	efeB	1.11.1.-	COG2837	Deferrochelatase/peroxidase EfeB
GCJMANHL_00411	CDS	1128	efeO		COG2822	Iron uptake system component EfeO
GCJMANHL_00412	CDS	831	efeU		COG0672	Ferrous iron permease EfeU
GCJMANHL_00413	CDS	1218	nupC_1		COG1972	Nucleoside permease NupC
GCJMANHL_00414	CDS	435				hypothetical protein
GCJMANHL_00415	CDS	1509	putP		COG0591	Sodium/proline symporter
GCJMANHL_00416	CDS	3963	putA		COG0506	Bifunctional protein PutA
GCJMANHL_00417	CDS	396				hypothetical protein
GCJMANHL_00418	CDS	639	rutR		COG1309	HTH-type transcriptional regulator RutR
GCJMANHL_00419	CDS	1092	rutA	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
GCJMANHL_00420	CDS	711	rutB_1	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
GCJMANHL_00421	CDS	393	rutC_1	1.-.-.-	COG0251	Putative aminoacrylate peracid reductase RutC
GCJMANHL_00422	CDS	804	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
GCJMANHL_00423	CDS	591	rutE	1.1.1.298	COG0778	putative malonic semialdehyde reductase RutE
GCJMANHL_00424	CDS	495	rutF	1.5.1.42	COG1853	FMN reductase (NADH) RutF
GCJMANHL_00425	CDS	1323	rutG		COG2233	Putative pyrimidine permease RutG
GCJMANHL_00426	CDS	939				hypothetical protein
GCJMANHL_00427	CDS	597	wrbA	1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
GCJMANHL_00428	CDS	228	yccJ			putative protein YccJ
GCJMANHL_00429	CDS	1248	agp_1	3.1.3.10		Glucose-1-phosphatase
GCJMANHL_00430	CDS	450				hypothetical protein
GCJMANHL_00431	CDS	789				hypothetical protein
GCJMANHL_00432	CDS	222				hypothetical protein
GCJMANHL_00433	CDS	123				hypothetical protein
GCJMANHL_00434	CDS	1392	puuP		COG0531	Putrescine importer PuuP
GCJMANHL_00435	CDS	192				hypothetical protein
GCJMANHL_00436	CDS	1422	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
GCJMANHL_00437	CDS	765	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
GCJMANHL_00438	CDS	558	puuR			HTH-type transcriptional regulator PuuR
GCJMANHL_00439	CDS	1488	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
GCJMANHL_00440	CDS	1281	puuB_2	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
GCJMANHL_00441	CDS	942	dmlR_2			HTH-type transcriptional regulator DmlR
GCJMANHL_00442	CDS	1086	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
GCJMANHL_00443	CDS	1608	caiT		COG1292	L-carnitine/gamma-butyrobetaine antiporter
GCJMANHL_00444	CDS	1125	yeaW	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
GCJMANHL_00445	CDS	1449	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
GCJMANHL_00446	CDS	966	yeaX_1	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
GCJMANHL_00447	CDS	2502	fryA		COG1080	Multiphosphoryl transfer protein 1
GCJMANHL_00448	CDS	1077	manP_1		COG1299	PTS system mannose-specific EIIBCA component
GCJMANHL_00449	CDS	321	fruA_1		COG1299	PTS system fructose-specific EIIB'BC component
GCJMANHL_00450	CDS	2298	cutC_1	4.3.99.4	COG1882	Choline trimethylamine-lyase
GCJMANHL_00451	CDS	876	cutD_1	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
GCJMANHL_00452	CDS	342	frwD	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
GCJMANHL_00453	CDS	768				hypothetical protein
GCJMANHL_00454	CDS	834	rhaR_1			HTH-type transcriptional activator RhaR
GCJMANHL_00455	CDS	921				hypothetical protein
GCJMANHL_00456	CDS	180				hypothetical protein
GCJMANHL_00457	CDS	1029	fbpC	7.2.2.7		Fe(3+) ions import ATP-binding protein FbpC
GCJMANHL_00458	CDS	1575				hypothetical protein
GCJMANHL_00459	CDS	1017	fbpA			Fe(3+)-binding periplasmic protein
GCJMANHL_00460	CDS	1536	pdeG_2	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
GCJMANHL_00461	CDS	342			COG1366	Putative anti-sigma factor antagonist
GCJMANHL_00462	CDS	2427	malP_1	2.4.1.1	COG0058	Maltodextrin phosphorylase
GCJMANHL_00463	tRNA	88				tRNA-Ser(tga)
GCJMANHL_00464	CDS	1653	oppA_1		COG4166	Periplasmic oligopeptide-binding protein
GCJMANHL_00465	CDS	660	yccA		COG0670	Modulator of FtsH protease YccA
GCJMANHL_00466	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
GCJMANHL_00467	CDS	282	yccX	3.6.1.7	COG1254	Acylphosphatase
GCJMANHL_00468	CDS	789	appY		COG2207	HTH-type transcriptional regulator AppY
GCJMANHL_00469	CDS	555				hypothetical protein
GCJMANHL_00470	CDS	1203	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
GCJMANHL_00471	CDS	318	hspQ		COG3785	Heat shock protein HspQ
GCJMANHL_00472	CDS	414	yccU		COG1832	putative protein YccU
GCJMANHL_00473	CDS	474	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
GCJMANHL_00474	CDS	2043	helD	3.6.4.12	COG0210	DNA helicase IV
GCJMANHL_00475	CDS	447	yccF		COG3304	Inner membrane protein YccF
GCJMANHL_00476	CDS	2136	yccS		COG1289	Inner membrane protein YccS
GCJMANHL_00477	CDS	597	sxy		COG3070	Protein Sxy
GCJMANHL_00478	CDS	510	sulA		COG5404	Cell division inhibitor SulA
GCJMANHL_00479	CDS	1071	ompA_1		COG2885	Outer membrane protein A
GCJMANHL_00480	CDS	453	matP		COG3120	Macrodomain Ter protein
GCJMANHL_00481	CDS	1758	lon_1	3.4.21.53		Lon protease
GCJMANHL_00482	CDS	519	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
GCJMANHL_00483	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
GCJMANHL_00484	CDS	1638	pqiB		COG3008	Intermembrane transport protein PqiB
GCJMANHL_00485	CDS	1269	pqiA		COG2995	Intermembrane transport protein PqiA
GCJMANHL_00486	CDS	1908	uup		COG0488	ABC transporter ATP-binding protein uup
GCJMANHL_00487	CDS	2106	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
GCJMANHL_00488	CDS	1110	ycbX		COG0633	putative protein YcbX
GCJMANHL_00489	CDS	543	zapC			Cell division protein ZapC
GCJMANHL_00490	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
GCJMANHL_00491	CDS	576	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
GCJMANHL_00492	CDS	963	ssuA_1			Putative aliphatic sulfonates-binding protein
GCJMANHL_00493	CDS	1146	ssuD	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
GCJMANHL_00494	CDS	792	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
GCJMANHL_00495	CDS	774	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
GCJMANHL_00496	CDS	2616	pepN	3.4.11.2	COG0308	Aminopeptidase N
GCJMANHL_00497	CDS	1239	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
GCJMANHL_00498	CDS	1167	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
GCJMANHL_00499	CDS	1239	amaB	3.5.1.87		N-carbamoyl-L-amino acid hydrolase
GCJMANHL_00500	CDS	1290	sdaC_1		COG0814	Serine transporter
GCJMANHL_00501	CDS	1212	dpaL	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
GCJMANHL_00502	CDS	465	lrp_1		COG1522	Leucine-responsive regulatory protein
GCJMANHL_00503	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
GCJMANHL_00504	CDS	1080	yedS		COG3203	Outer membrane protein YedS
GCJMANHL_00505	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
GCJMANHL_00506	CDS	648	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
GCJMANHL_00507	CDS	636				hypothetical protein
GCJMANHL_00508	CDS	216				hypothetical protein
GCJMANHL_00509	CDS	1791	ycbB	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
GCJMANHL_00510	CDS	4449	mukB		COG3096	Chromosome partition protein MukB
GCJMANHL_00511	CDS	705	mukE		COG3095	Chromosome partition protein MukE
GCJMANHL_00512	CDS	1323	mukF		COG3006	Chromosome partition protein MukF
GCJMANHL_00513	CDS	801	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
GCJMANHL_00514	CDS	780				hypothetical protein
GCJMANHL_00515	CDS	894				hypothetical protein
GCJMANHL_00516	CDS	747	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
GCJMANHL_00517	CDS	183				hypothetical protein
GCJMANHL_00518	CDS	1230				hypothetical protein
GCJMANHL_00519	CDS	981	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
GCJMANHL_00520	CDS	1749	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
GCJMANHL_00521	CDS	2265				hypothetical protein
GCJMANHL_00522	CDS	288	ihfB		COG0776	Integration host factor subunit beta
GCJMANHL_00523	CDS	1674	rpsA		COG0539	30S ribosomal protein S1
GCJMANHL_00524	CDS	684	cmk	2.7.4.25	COG0283	Cytidylate kinase
GCJMANHL_00525	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
GCJMANHL_00526	CDS	1089	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
GCJMANHL_00527	CDS	693				hypothetical protein
GCJMANHL_00528	CDS	1761	ycaO		COG1944	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
GCJMANHL_00529	CDS	858	focA		COG2116	putative formate transporter 1
GCJMANHL_00530	CDS	2283	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
GCJMANHL_00531	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
GCJMANHL_00532	CDS	1149	ycaD_1			putative MFS-type transporter YcaD
GCJMANHL_00533	CDS	864	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
GCJMANHL_00534	CDS	369	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
GCJMANHL_00535	CDS	276				hypothetical protein
GCJMANHL_00536	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
GCJMANHL_00537	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
GCJMANHL_00538	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
GCJMANHL_00539	CDS	975	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
GCJMANHL_00540	CDS	504	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
GCJMANHL_00541	CDS	972	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
GCJMANHL_00542	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
GCJMANHL_00543	CDS	471	ribE	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
GCJMANHL_00544	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
GCJMANHL_00545	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
GCJMANHL_00546	CDS	540	yajI			putative lipoprotein YajI
GCJMANHL_00547	CDS	885	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
GCJMANHL_00548	CDS	696				hypothetical protein
GCJMANHL_00549	CDS	366				hypothetical protein
GCJMANHL_00550	CDS	972	secF		COG0341	Protein translocase subunit SecF
GCJMANHL_00551	CDS	1815	secD		COG0342	Protein translocase subunit SecD
GCJMANHL_00552	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
GCJMANHL_00553	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
GCJMANHL_00554	CDS	1065	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
GCJMANHL_00555	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
GCJMANHL_00556	CDS	603	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
GCJMANHL_00557	CDS	444				hypothetical protein
GCJMANHL_00558	CDS	288				hypothetical protein
GCJMANHL_00559	CDS	1392	ulaA_2		COG3037	Ascorbate-specific PTS system EIIC component
GCJMANHL_00560	CDS	963	yihV	2.7.1.184		Sulfofructose kinase
GCJMANHL_00561	CDS	861	fba	4.1.2.13		Fructose-bisphosphate aldolase
GCJMANHL_00562	CDS	1869	nfdA_1	3.5.1.91		N-substituted formamide deformylase
GCJMANHL_00563	CDS	546				hypothetical protein
GCJMANHL_00564	CDS	642				hypothetical protein
GCJMANHL_00565	CDS	153				hypothetical protein
GCJMANHL_00566	CDS	903	yhaJ_1			HTH-type transcriptional regulator YhaJ
GCJMANHL_00567	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
GCJMANHL_00568	CDS	1374	proY_1		COG1113	Proline-specific permease ProY
GCJMANHL_00569	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
GCJMANHL_00570	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
GCJMANHL_00571	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
GCJMANHL_00572	CDS	1206	sbcD		COG0420	Nuclease SbcCD subunit D
GCJMANHL_00573	CDS	3138	sbcC		COG0419	Nuclease SbcCD subunit C
GCJMANHL_00574	CDS	915	mak_1	2.7.1.4	COG1940	Fructokinase
GCJMANHL_00575	CDS	912	rdgC		COG2974	Recombination-associated protein RdgC
GCJMANHL_00576	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
GCJMANHL_00577	CDS	666				hypothetical protein
GCJMANHL_00578	CDS	192	yaiA			putative protein YaiA
GCJMANHL_00579	CDS	534	aroL	2.7.1.71	COG0703	Shikimate kinase 2
GCJMANHL_00580	CDS	711				hypothetical protein
GCJMANHL_00581	CDS	459				hypothetical protein
GCJMANHL_00582	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
GCJMANHL_00583	CDS	318	psiF			Phosphate starvation-inducible protein PsiF
GCJMANHL_00584	CDS	1416	phoA	3.1.3.1	COG1785	Alkaline phosphatase
GCJMANHL_00585	CDS	261	iraP			Anti-adapter protein IraP
GCJMANHL_00586	CDS	1200	sbnD_1			Staphyloferrin B transporter
GCJMANHL_00587	CDS	684				hypothetical protein
GCJMANHL_00588	CDS	1098	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
GCJMANHL_00589	CDS	204				hypothetical protein
GCJMANHL_00590	CDS	303	yaiY			Inner membrane protein YaiY
GCJMANHL_00591	CDS	1107				hypothetical protein
GCJMANHL_00592	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
GCJMANHL_00593	CDS	534	rutB_2	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
GCJMANHL_00594	CDS	1161	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
GCJMANHL_00595	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
GCJMANHL_00596	CDS	492	rayT		COG1943	REP-associated tyrosine transposase
GCJMANHL_00597	CDS	1719				hypothetical protein
GCJMANHL_00598	CDS	852	tauD	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
GCJMANHL_00599	CDS	828	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
GCJMANHL_00600	CDS	768	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
GCJMANHL_00601	CDS	963	tauA		COG4521	Taurine-binding periplasmic protein
GCJMANHL_00602	CDS	933	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
GCJMANHL_00603	CDS	1410	rocC		COG0833	Amino-acid permease RocC
GCJMANHL_00604	CDS	1380	yhdG		COG0531	putative amino acid permease YhdG
GCJMANHL_00605	CDS	1389	eutB_1	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
GCJMANHL_00606	CDS	777	eutC_1	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
GCJMANHL_00607	CDS	1137			COG0683	Leu/Ile/Val-binding protein 
GCJMANHL_00608	CDS	900	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
GCJMANHL_00609	CDS	1050				hypothetical protein
GCJMANHL_00610	CDS	783	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
GCJMANHL_00611	CDS	696	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
GCJMANHL_00612	CDS	171				hypothetical protein
GCJMANHL_00613	CDS	810	glnH_1		COG0834	ABC transporter glutamine-binding protein GlnH
GCJMANHL_00614	CDS	819	glnQ_1			Glutamine transport ATP-binding protein GlnQ
GCJMANHL_00615	CDS	264				hypothetical protein
GCJMANHL_00616	CDS	708				hypothetical protein
GCJMANHL_00617	CDS	462				hypothetical protein
GCJMANHL_00618	CDS	345	mbeC			Mobilization protein MbeC
GCJMANHL_00619	CDS	498				hypothetical protein
GCJMANHL_00620	CDS	216				hypothetical protein
GCJMANHL_00621	CDS	1737				Tn3 family transposase TnAs1
GCJMANHL_00622	CDS	243				hypothetical protein
GCJMANHL_00623	CDS	678	tetR			Tetracycline repressor protein class A from transposon 1721
GCJMANHL_00624	CDS	1200	tetA			Tetracycline resistance protein, class C
GCJMANHL_00625	CDS	885				hypothetical protein
GCJMANHL_00626	CDS	1797				Tn3 family transposase TnAs1
GCJMANHL_00627	CDS	2967				Tn3 family transposase TnAs1
GCJMANHL_00628	CDS	561	hin_1		COG1961	DNA-invertase hin
GCJMANHL_00629	CDS	351				hypothetical protein
GCJMANHL_00630	CDS	273				hypothetical protein
GCJMANHL_00631	CDS	1521	aplK	2.7.1.-	COG0554	Apulose kinase
GCJMANHL_00632	CDS	951	sorC_1		COG2390	Sorbitol operon regulator
GCJMANHL_00633	CDS	831	aptA_1	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
GCJMANHL_00634	CDS	936	aptB_1	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
GCJMANHL_00635	CDS	624	entD	2.7.8.-	COG2977	Enterobactin synthase component D
GCJMANHL_00636	CDS	2229	fepA_1		COG4771	Ferrienterobactin receptor
GCJMANHL_00637	CDS	1209	fes		COG2382	Enterochelin esterase
GCJMANHL_00638	CDS	204	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
GCJMANHL_00639	CDS	900				hypothetical protein
GCJMANHL_00640	CDS	1785				hypothetical protein
GCJMANHL_00641	CDS	549	hin_2		COG1961	DNA-invertase hin
GCJMANHL_00642	CDS	249	dinI_1			DNA damage-inducible protein I
GCJMANHL_00643	CDS	504			COG1662	IS1 family transposase IS1R
GCJMANHL_00644	CDS	387				IS3 family transposase ISYpe1
GCJMANHL_00645	CDS	267				IS3 family transposase ISYpe1
GCJMANHL_00646	CDS	114				hypothetical protein
GCJMANHL_00647	CDS	1128				hypothetical protein
GCJMANHL_00648	CDS	264				hypothetical protein
GCJMANHL_00649	CDS	1149				hypothetical protein
GCJMANHL_00650	CDS	267				hypothetical protein
GCJMANHL_00651	CDS	459				hypothetical protein
GCJMANHL_00652	CDS	717				hypothetical protein
GCJMANHL_00653	CDS	510				IS3 family transposase IS1400
GCJMANHL_00654	CDS	282				IS3 family transposase IS1400
GCJMANHL_00655	CDS	1008				hypothetical protein
GCJMANHL_00656	CDS	3288				hypothetical protein
GCJMANHL_00657	CDS	6321	rhlE_1	3.6.4.13		ATP-dependent RNA helicase RhlE
GCJMANHL_00658	CDS	312	hsdS		COG0732	Type-1 restriction enzyme EcoKI specificity protein
GCJMANHL_00659	CDS	276				hypothetical protein
GCJMANHL_00660	CDS	1590	hsdM	2.1.1.72	COG0286	Type I restriction enzyme EcoKI M protein
GCJMANHL_00661	CDS	3513				hypothetical protein
GCJMANHL_00662	CDS	1266	intA_1		COG0582	Prophage integrase IntA
GCJMANHL_00663	tRNA	85				tRNA-Leu(caa)
GCJMANHL_00664	CDS	669	can_1	4.2.1.1	COG0288	Carbonic anhydrase 2
GCJMANHL_00665	CDS	1470	dauA_1		COG0659	C4-dicarboxylic acid transporter DauA
GCJMANHL_00666	CDS	1020	ahr	1.1.1.2	COG1064	Aldehyde reductase Ahr
GCJMANHL_00667	CDS	873	ugpA_1		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
GCJMANHL_00668	CDS	888	lacG_1			Lactose transport system permease protein LacG
GCJMANHL_00669	CDS	825	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
GCJMANHL_00670	CDS	1074	ugpC_1	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
GCJMANHL_00671	CDS	1311	ugpB_1		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
