locus_tag	ftype	length_bp	gene	EC_number	COG	product
BBPJPPNJ_00382	CDS	492	psbV			Cytochrome c-550
BBPJPPNJ_00383	CDS	333	petJ		COG2010	Cytochrome c6
BBPJPPNJ_00384	CDS	333				hypothetical protein
BBPJPPNJ_00385	CDS	825				hypothetical protein
BBPJPPNJ_00386	CDS	921				hypothetical protein
BBPJPPNJ_00387	CDS	1191				hypothetical protein
BBPJPPNJ_00388	CDS	1149				hypothetical protein
BBPJPPNJ_00389	CDS	1578	dnaK_1			Chaperone protein DnaK
BBPJPPNJ_00390	CDS	654				hypothetical protein
BBPJPPNJ_00391	CDS	219				hypothetical protein
BBPJPPNJ_00392	CDS	1317				hypothetical protein
BBPJPPNJ_00393	CDS	456				hypothetical protein
BBPJPPNJ_00394	CDS	573				hypothetical protein
BBPJPPNJ_00395	CDS	615				hypothetical protein
BBPJPPNJ_00396	CDS	495				hypothetical protein
BBPJPPNJ_00397	CDS	378				hypothetical protein
BBPJPPNJ_00398	CDS	960				hypothetical protein
BBPJPPNJ_00399	CDS	1599	ftsH_3	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
BBPJPPNJ_00400	CDS	120				hypothetical protein
BBPJPPNJ_00401	CDS	1056	egtB_3	1.14.99.50		Hercynine oxygenase
BBPJPPNJ_00402	CDS	861	pip	3.4.11.5		Proline iminopeptidase
BBPJPPNJ_00403	CDS	894	carC	3.7.1.13		2-hydroxy-6-oxo-6-(2'-aminophenyl)hexa-2,4-dienoic acid hydrolase
BBPJPPNJ_00404	CDS	873	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
BBPJPPNJ_00405	CDS	546				hypothetical protein
BBPJPPNJ_00406	CDS	330	mntH_2			Divalent metal cation transporter MntH
BBPJPPNJ_00407	CDS	255			COG4095	Sugar transporter SemiSWEET
BBPJPPNJ_00408	CDS	459				hypothetical protein
BBPJPPNJ_00409	CDS	1065				hypothetical protein
BBPJPPNJ_00410	CDS	357				hypothetical protein
BBPJPPNJ_00411	CDS	735	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
BBPJPPNJ_00412	CDS	2658	rnj	3.1.-.-		Ribonuclease J
BBPJPPNJ_00413	CDS	456				hypothetical protein
BBPJPPNJ_00414	CDS	570				hypothetical protein
BBPJPPNJ_00415	CDS	1320				hypothetical protein
BBPJPPNJ_00416	CDS	381				hypothetical protein
BBPJPPNJ_00417	CDS	876				hypothetical protein
BBPJPPNJ_00418	CDS	363				hypothetical protein
BBPJPPNJ_00419	CDS	294				hypothetical protein
BBPJPPNJ_00420	CDS	567				hypothetical protein
BBPJPPNJ_00421	CDS	1254				hypothetical protein
BBPJPPNJ_00422	CDS	2106	rhlB_1	3.6.4.13		ATP-dependent RNA helicase RhlB
BBPJPPNJ_00423	CDS	2100	dbpA_3	3.6.4.13		ATP-dependent RNA helicase DbpA
BBPJPPNJ_00424	CDS	903				hypothetical protein
BBPJPPNJ_00425	CDS	267				hypothetical protein
BBPJPPNJ_00426	CDS	315				hypothetical protein
BBPJPPNJ_00427	CDS	1491	ycf3_1			Photosystem I assembly protein Ycf3
BBPJPPNJ_00428	CDS	474				hypothetical protein
BBPJPPNJ_00429	CDS	702				hypothetical protein
BBPJPPNJ_00430	CDS	1014				hypothetical protein
BBPJPPNJ_00431	CDS	534				hypothetical protein
BBPJPPNJ_00432	CDS	1926				hypothetical protein
BBPJPPNJ_00433	CDS	237				hypothetical protein
BBPJPPNJ_00434	CDS	903	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
BBPJPPNJ_00435	tRNA	72				tRNA-Gly(ccc)
BBPJPPNJ_00436	CDS	279				hypothetical protein
BBPJPPNJ_00437	CDS	477				hypothetical protein
BBPJPPNJ_00438	CDS	3579	tolB_4			Tol-Pal system protein TolB
BBPJPPNJ_00439	CDS	306				hypothetical protein
BBPJPPNJ_00440	CDS	651				hypothetical protein
BBPJPPNJ_00441	CDS	471				hypothetical protein
BBPJPPNJ_00442	CDS	477				hypothetical protein
BBPJPPNJ_00443	CDS	480				hypothetical protein
BBPJPPNJ_00444	CDS	534				hypothetical protein
BBPJPPNJ_00445	CDS	2187	lagD_1	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
BBPJPPNJ_00446	CDS	408				hypothetical protein
BBPJPPNJ_00447	CDS	414				hypothetical protein
BBPJPPNJ_00448	CDS	387				hypothetical protein
BBPJPPNJ_00449	CDS	393				hypothetical protein
BBPJPPNJ_00450	CDS	96				hypothetical protein
BBPJPPNJ_00451	CDS	507				hypothetical protein
BBPJPPNJ_00452	CDS	231	mta_2		COG0789	HTH-type transcriptional activator mta
BBPJPPNJ_00453	CDS	507				hypothetical protein
BBPJPPNJ_00454	CDS	2031				hypothetical protein
BBPJPPNJ_00455	CDS	1197				hypothetical protein
BBPJPPNJ_00456	CDS	471				hypothetical protein
BBPJPPNJ_00457	CDS	459				hypothetical protein
BBPJPPNJ_00458	CDS	276				hypothetical protein
BBPJPPNJ_00459	CDS	375	mazF_1	3.1.-.-		Endoribonuclease MazF
BBPJPPNJ_00460	CDS	195				hypothetical protein
BBPJPPNJ_00461	CDS	2391				hypothetical protein
BBPJPPNJ_00462	CDS	933				hypothetical protein
BBPJPPNJ_00463	CDS	168				hypothetical protein
BBPJPPNJ_00464	CDS	1113				hypothetical protein
BBPJPPNJ_00465	CDS	816				hypothetical protein
BBPJPPNJ_00466	CDS	876				hypothetical protein
BBPJPPNJ_00467	CDS	873	sseB	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseB
BBPJPPNJ_00468	CDS	684	mprA_1		COG0745	Response regulator MprA
BBPJPPNJ_00469	CDS	1680	pknD_4	2.7.11.1		Serine/threonine-protein kinase PknD
BBPJPPNJ_00470	CDS	453				hypothetical protein
BBPJPPNJ_00471	CDS	357				hypothetical protein
BBPJPPNJ_00472	CDS	285				hypothetical protein
BBPJPPNJ_00473	CDS	546				hypothetical protein
BBPJPPNJ_00474	CDS	1191	pilT_1		COG2805	Twitching mobility protein
BBPJPPNJ_00475	CDS	672	liaR_1		COG2197	Transcriptional regulatory protein LiaR
BBPJPPNJ_00476	CDS	1236				hypothetical protein
BBPJPPNJ_00477	CDS	411				hypothetical protein
BBPJPPNJ_00478	CDS	288				hypothetical protein
BBPJPPNJ_00479	CDS	816				hypothetical protein
BBPJPPNJ_00480	CDS	123				hypothetical protein
BBPJPPNJ_00481	CDS	522				hypothetical protein
BBPJPPNJ_00482	CDS	1611	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
BBPJPPNJ_00483	CDS	951	fbiC_1		COG1060	FO synthase
BBPJPPNJ_00484	CDS	909				hypothetical protein
BBPJPPNJ_00485	CDS	729	pyrH_1	2.7.4.22		Uridylate kinase
BBPJPPNJ_00486	CDS	549	frr			Ribosome-recycling factor
BBPJPPNJ_00487	CDS	327				hypothetical protein
BBPJPPNJ_00488	CDS	540				hypothetical protein
BBPJPPNJ_00489	CDS	435		1.14.13.239		Carnitine monooxygenase reductase subunit
BBPJPPNJ_00490	CDS	960				hypothetical protein
BBPJPPNJ_00491	CDS	804	ycf3_2			Photosystem I assembly protein Ycf3
BBPJPPNJ_00492	CDS	1098	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
BBPJPPNJ_00493	CDS	636	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
BBPJPPNJ_00494	CDS	240				hypothetical protein
BBPJPPNJ_00495	CDS	2109	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
BBPJPPNJ_00496	CDS	1710	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
BBPJPPNJ_00497	CDS	1143	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
BBPJPPNJ_00498	CDS	666	degU_1		COG2197	Transcriptional regulatory protein DegU
BBPJPPNJ_00499	CDS	750		1.1.1.119	COG1028	Glucose 1-dehydrogenase
BBPJPPNJ_00500	CDS	411				hypothetical protein
BBPJPPNJ_00501	CDS	912	rhaR_1			HTH-type transcriptional activator RhaR
BBPJPPNJ_00502	CDS	435				hypothetical protein
BBPJPPNJ_00503	CDS	723	xerD_1			Tyrosine recombinase XerD
BBPJPPNJ_00504	CDS	1371			COG3385	IS4 family transposase ISAva1
BBPJPPNJ_00505	CDS	906				hypothetical protein
BBPJPPNJ_00506	CDS	372				hypothetical protein
BBPJPPNJ_00507	CDS	810				hypothetical protein
BBPJPPNJ_00508	CDS	381			COG1662	IS1 family transposase ISMae3
BBPJPPNJ_00509	CDS	582				hypothetical protein
BBPJPPNJ_00510	CDS	444				hypothetical protein
BBPJPPNJ_00511	CDS	705				hypothetical protein
BBPJPPNJ_00512	CDS	936				hypothetical protein
BBPJPPNJ_00513	CDS	237				hypothetical protein
BBPJPPNJ_00514	CDS	111				hypothetical protein
BBPJPPNJ_00515	CDS	249				hypothetical protein
BBPJPPNJ_00516	CDS	789				hypothetical protein
BBPJPPNJ_00517	CDS	591				hypothetical protein
BBPJPPNJ_00518	CDS	195				hypothetical protein
BBPJPPNJ_00519	CDS	927				hypothetical protein
BBPJPPNJ_00520	CDS	1794	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
BBPJPPNJ_00521	CDS	591		3.6.1.66		dITP/XTP pyrophosphatase
BBPJPPNJ_00522	CDS	243	nfuA		COG0316	Fe/S biogenesis protein NfuA
BBPJPPNJ_00523	CDS	813	mazG	3.6.1.1	COG1694	Nucleoside triphosphate pyrophosphohydrolase/pyrophosphatase MazG
BBPJPPNJ_00524	CDS	255				hypothetical protein
BBPJPPNJ_00525	CDS	372				hypothetical protein
BBPJPPNJ_00526	CDS	1392	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
BBPJPPNJ_00527	CDS	1071				hypothetical protein
BBPJPPNJ_00528	CDS	288				hypothetical protein
BBPJPPNJ_00529	CDS	681	tam_2	2.1.1.144		Trans-aconitate 2-methyltransferase
BBPJPPNJ_00530	CDS	561				hypothetical protein
BBPJPPNJ_00531	CDS	222				hypothetical protein
BBPJPPNJ_00532	CDS	282				hypothetical protein
BBPJPPNJ_00533	CDS	189	rpsU1		COG0828	30S ribosomal protein S21 A
BBPJPPNJ_00534	CDS	705				hypothetical protein
BBPJPPNJ_00535	CDS	594	sodB	1.15.1.1		Superoxide dismutase [Fe]
BBPJPPNJ_00536	CDS	276				putative glutaredoxin
BBPJPPNJ_00537	tRNA	73				tRNA-Arg(ccg)
BBPJPPNJ_00538	tRNA	82				tRNA-Leu(gag)
BBPJPPNJ_00539	CDS	180				hypothetical protein
BBPJPPNJ_00540	CDS	774	sigF		COG1191	RNA polymerase sigma factor SigF
BBPJPPNJ_00541	CDS	696				hypothetical protein
BBPJPPNJ_00542	CDS	723	tcrA_1		COG0745	Transcriptional regulatory protein TcrA
BBPJPPNJ_00543	CDS	261				hypothetical protein
BBPJPPNJ_00544	CDS	1017	cysA_1	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
BBPJPPNJ_00545	CDS	444	cymR			HTH-type transcriptional regulator CymR
BBPJPPNJ_00546	CDS	579				hypothetical protein
BBPJPPNJ_00547	CDS	861	cysW		COG4208	Sulfate transport system permease protein CysW
BBPJPPNJ_00548	CDS	867	cysT		COG0555	Sulfate transport system permease protein CysT
BBPJPPNJ_00549	CDS	597	cysR		COG0664	Regulatory protein CysR
BBPJPPNJ_00550	CDS	519	ykqA	2.3.2.-	COG2105	Putative gamma-glutamylcyclotransferase YkqA
BBPJPPNJ_00551	CDS	297				hypothetical protein
BBPJPPNJ_00552	CDS	828	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
BBPJPPNJ_00553	CDS	450	cysK1_1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
BBPJPPNJ_00554	CDS	1830				putative protein
BBPJPPNJ_00555	CDS	699	lutR		COG2186	HTH-type transcriptional regulator LutR
BBPJPPNJ_00556	CDS	666				hypothetical protein
BBPJPPNJ_00557	CDS	1002	ndmA_2	1.14.13.178		Methylxanthine N1-demethylase NdmA
BBPJPPNJ_00558	CDS	2178				hypothetical protein
BBPJPPNJ_00559	CDS	480				hypothetical protein
BBPJPPNJ_00560	CDS	108				hypothetical protein
BBPJPPNJ_00561	CDS	333				hypothetical protein
BBPJPPNJ_00562	CDS	651		3.1.3.5	COG0546	5'-nucleotidase
BBPJPPNJ_00563	CDS	288				hypothetical protein
BBPJPPNJ_00564	CDS	414				hypothetical protein
BBPJPPNJ_00565	CDS	360				hypothetical protein
BBPJPPNJ_00566	CDS	108				hypothetical protein
BBPJPPNJ_00567	CDS	2367	xpkA_1	4.1.2.9		Xylulose-5-phosphate phosphoketolase
BBPJPPNJ_00568	CDS	1002	ldhA_1	1.1.1.28	COG1052	D-lactate dehydrogenase
BBPJPPNJ_00569	CDS	297				hypothetical protein
BBPJPPNJ_00570	CDS	255		2.7.2.1		acetate kinase
BBPJPPNJ_00571	CDS	186				hypothetical protein
BBPJPPNJ_00572	CDS	153				hypothetical protein
BBPJPPNJ_00573	CDS	147				hypothetical protein
BBPJPPNJ_00574	CDS	1548	larC	4.99.1.12		Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel insertion protein
BBPJPPNJ_00575	CDS	729	yciO		COG0009	putative protein YciO
BBPJPPNJ_00576	CDS	237				hypothetical protein
BBPJPPNJ_00577	CDS	1134	cfa_1	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
BBPJPPNJ_00578	CDS	813				hypothetical protein
BBPJPPNJ_00579	CDS	240				hypothetical protein
BBPJPPNJ_00580	CDS	801				hypothetical protein
BBPJPPNJ_00581	CDS	141				hypothetical protein
BBPJPPNJ_00582	CDS	237				hypothetical protein
BBPJPPNJ_00583	CDS	429				hypothetical protein
BBPJPPNJ_00584	CDS	735				hypothetical protein
BBPJPPNJ_00585	CDS	339				hypothetical protein
BBPJPPNJ_00586	CDS	321				hypothetical protein
BBPJPPNJ_00587	CDS	453				hypothetical protein
BBPJPPNJ_00588	CDS	1794				hypothetical protein
BBPJPPNJ_00589	CDS	339				hypothetical protein
BBPJPPNJ_00590	CDS	378				hypothetical protein
BBPJPPNJ_00591	CDS	192				hypothetical protein
BBPJPPNJ_00592	CDS	378				hypothetical protein
BBPJPPNJ_00593	CDS	633				hypothetical protein
BBPJPPNJ_00594	CDS	210				hypothetical protein
BBPJPPNJ_00595	CDS	441	rbfA			Ribosome-binding factor A
BBPJPPNJ_00596	CDS	1386	psbC			Photosystem II CP43 reaction center protein
BBPJPPNJ_00597	CDS	1059	psbD	1.10.3.9		Photosystem II D2 protein
BBPJPPNJ_00598	CDS	270				hypothetical protein
BBPJPPNJ_00599	CDS	693	ecfA1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
BBPJPPNJ_00600	CDS	588				hypothetical protein
BBPJPPNJ_00601	CDS	600				hypothetical protein
BBPJPPNJ_00602	CDS	957	sigA2_2		COG0568	RNA polymerase sigma factor SigA2
BBPJPPNJ_00603	CDS	402	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
BBPJPPNJ_00604	CDS	951	bcrA			Bacitracin transport ATP-binding protein BcrA
BBPJPPNJ_00605	CDS	1545				hypothetical protein
BBPJPPNJ_00606	CDS	1647				hypothetical protein
BBPJPPNJ_00607	CDS	840				hypothetical protein
BBPJPPNJ_00608	CDS	486				hypothetical protein
BBPJPPNJ_00609	CDS	207				hypothetical protein
BBPJPPNJ_00610	CDS	735				hypothetical protein
BBPJPPNJ_00611	CDS	495				hypothetical protein
BBPJPPNJ_00612	CDS	1326		1.6.99.-	COG1252	NADH dehydrogenase-like protein
BBPJPPNJ_00613	CDS	912	yghA	1.-.-.-		putative oxidoreductase YghA
BBPJPPNJ_00614	CDS	510				hypothetical protein
BBPJPPNJ_00615	CDS	675	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
BBPJPPNJ_00616	CDS	330	petF			Ferredoxin
BBPJPPNJ_00617	CDS	1365	steT_1		COG0531	Serine/threonine exchanger SteT
BBPJPPNJ_00618	CDS	744	cmoA	2.1.3.-		Carboxy-S-adenosyl-L-methionine synthase
BBPJPPNJ_00619	CDS	807				hypothetical protein
BBPJPPNJ_00620	CDS	615				hypothetical protein
BBPJPPNJ_00621	CDS	1389	ycf3_3			Photosystem I assembly protein Ycf3
BBPJPPNJ_00622	CDS	1134				hypothetical protein
BBPJPPNJ_00623	CDS	279				hypothetical protein
BBPJPPNJ_00624	CDS	423				hypothetical protein
BBPJPPNJ_00625	CDS	2025	nuoL_1	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
BBPJPPNJ_00626	CDS	900	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
BBPJPPNJ_00627	tRNA	74				tRNA-Glu(ttc)
BBPJPPNJ_00628	CDS	1206	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
BBPJPPNJ_00629	CDS	228				hypothetical protein
BBPJPPNJ_00630	CDS	1056				hypothetical protein
BBPJPPNJ_00631	CDS	426			COG2335	Immunogenic protein MPT70
BBPJPPNJ_00632	CDS	1215	cobL	2.1.1.132		Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]
BBPJPPNJ_00633	CDS	1431	pgcA	5.4.2.2		Phosphoglucomutase
BBPJPPNJ_00634	CDS	507	ybiA_2	3.2.2.-	COG3236	N-glycosidase YbiA
BBPJPPNJ_00635	CDS	222				hypothetical protein
BBPJPPNJ_00636	CDS	3552				hypothetical protein
BBPJPPNJ_00637	CDS	5130				hypothetical protein
BBPJPPNJ_00638	CDS	414				hypothetical protein
BBPJPPNJ_00639	CDS	414				hypothetical protein
BBPJPPNJ_00640	CDS	711				hypothetical protein
BBPJPPNJ_00641	CDS	252	ihfA			Integration host factor subunit alpha
BBPJPPNJ_00642	CDS	396				hypothetical protein
BBPJPPNJ_00643	CDS	141				hypothetical protein
BBPJPPNJ_00644	CDS	114				hypothetical protein
BBPJPPNJ_00645	CDS	507				hypothetical protein
BBPJPPNJ_00646	CDS	480				hypothetical protein
BBPJPPNJ_00647	CDS	426				hypothetical protein
BBPJPPNJ_00648	CDS	627				hypothetical protein
BBPJPPNJ_00649	CDS	969				hypothetical protein
BBPJPPNJ_00650	CDS	144				hypothetical protein
BBPJPPNJ_00651	CDS	234				hypothetical protein
BBPJPPNJ_00652	CDS	1935				hypothetical protein
BBPJPPNJ_00653	CDS	387	rplL			50S ribosomal protein L7/L12
BBPJPPNJ_00654	CDS	522	rplJ		COG0244	50S ribosomal protein L10
BBPJPPNJ_00655	CDS	207				hypothetical protein
BBPJPPNJ_00656	CDS	489				hypothetical protein
BBPJPPNJ_00657	CDS	1080	bchI	6.6.1.1	COG1239	Magnesium-chelatase 38 kDa subunit
BBPJPPNJ_00658	CDS	1518	smc_4			Chromosome partition protein Smc
BBPJPPNJ_00659	CDS	438	mscL			Large-conductance mechanosensitive channel
BBPJPPNJ_00660	CDS	1239	metZ	2.5.1.-		O-succinylhomoserine sulfhydrylase
BBPJPPNJ_00661	CDS	828				hypothetical protein
BBPJPPNJ_00662	tRNA	71				tRNA-Gly(tcc)
BBPJPPNJ_00663	CDS	714	menG	2.1.1.163		Demethylmenaquinone methyltransferase
BBPJPPNJ_00664	CDS	537				hypothetical protein
BBPJPPNJ_00665	CDS	987				hypothetical protein
BBPJPPNJ_00666	CDS	192				hypothetical protein
BBPJPPNJ_00667	CDS	1461	sir_1	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
BBPJPPNJ_00668	CDS	816				hypothetical protein
BBPJPPNJ_00669	CDS	711	cobIJ		COG1010	Cobalamin biosynthesis protein CobIJ
BBPJPPNJ_00670	CDS	1113				hypothetical protein
BBPJPPNJ_00671	CDS	273				hypothetical protein
BBPJPPNJ_00672	CDS	300				hypothetical protein
BBPJPPNJ_00673	CDS	1233	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
BBPJPPNJ_00674	CDS	195				hypothetical protein
BBPJPPNJ_00675	CDS	2547	cugP_1	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
BBPJPPNJ_00676	CDS	1656	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
BBPJPPNJ_00677	CDS	423				hypothetical protein
BBPJPPNJ_00678	CDS	735				hypothetical protein
BBPJPPNJ_00679	CDS	603	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
BBPJPPNJ_00680	CDS	708	pncB2_2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
BBPJPPNJ_00681	CDS	1107	htpG_1		COG0326	Chaperone protein HtpG
BBPJPPNJ_00682	CDS	900	sucD	6.2.1.4	COG0074	Succinate--CoA ligase [GDP-forming] subunit alpha
BBPJPPNJ_00683	CDS	1110				hypothetical protein
BBPJPPNJ_00684	CDS	837				hypothetical protein
BBPJPPNJ_00685	CDS	426				hypothetical protein
BBPJPPNJ_00686	CDS	774	rfbF_1	2.7.7.33	COG1208	Glucose-1-phosphate cytidylyltransferase
BBPJPPNJ_00687	CDS	1086	rffG_1	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
BBPJPPNJ_00688	CDS	1239				hypothetical protein
BBPJPPNJ_00689	CDS	855				hypothetical protein
BBPJPPNJ_00690	CDS	1164	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
BBPJPPNJ_00691	CDS	525	speG	2.3.1.57		Spermidine N(1)-acetyltransferase
BBPJPPNJ_00692	CDS	717				putative protein
BBPJPPNJ_00693	CDS	738		2.1.1.-	COG3510	Rhamnosyl O-methyltransferase
BBPJPPNJ_00694	CDS	1122	per_2	2.6.1.102	COG0399	GDP-perosamine synthase
BBPJPPNJ_00695	CDS	2454	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BBPJPPNJ_00696	CDS	405	ndhI_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
BBPJPPNJ_00697	CDS	513	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
BBPJPPNJ_00698	tRNA	74				tRNA-Arg(acg)
BBPJPPNJ_00699	tRNA	73				tRNA-Arg(acg)
BBPJPPNJ_00700	CDS	1050				hypothetical protein
BBPJPPNJ_00701	CDS	324	trxA_1			Thioredoxin
BBPJPPNJ_00702	CDS	1224	petH	1.18.1.2		Ferredoxin--NADP reductase
BBPJPPNJ_00703	CDS	999	prk_1	2.7.1.19		Phosphoribulokinase
BBPJPPNJ_00704	CDS	369				hypothetical protein
BBPJPPNJ_00705	CDS	219				hypothetical protein
BBPJPPNJ_00706	CDS	615				hypothetical protein
BBPJPPNJ_00707	CDS	210				hypothetical protein
BBPJPPNJ_00708	CDS	474				hypothetical protein
BBPJPPNJ_00709	CDS	1092				hypothetical protein
BBPJPPNJ_00710	CDS	363				hypothetical protein
BBPJPPNJ_00711	CDS	1173	aspC	2.6.1.1		Aspartate aminotransferase
BBPJPPNJ_00712	CDS	225				hypothetical protein
BBPJPPNJ_00713	CDS	1203		2.4.1.11	COG0438	Glycogen synthase
BBPJPPNJ_00714	CDS	1089				hypothetical protein
BBPJPPNJ_00715	CDS	3186				hypothetical protein
BBPJPPNJ_00716	CDS	648				hypothetical protein
BBPJPPNJ_00717	CDS	987	dagK_1	2.7.1.107	COG1597	Diacylglycerol kinase
BBPJPPNJ_00718	tRNA	89				tRNA-Ser(cga)
BBPJPPNJ_00719	CDS	588				hypothetical protein
BBPJPPNJ_00720	CDS	369				hypothetical protein
BBPJPPNJ_00721	CDS	1395	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
BBPJPPNJ_00722	CDS	648	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
BBPJPPNJ_00723	CDS	210				hypothetical protein
BBPJPPNJ_00724	CDS	1389	tig	5.2.1.8	COG0544	Trigger factor
BBPJPPNJ_00725	CDS	1041	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
BBPJPPNJ_00726	CDS	897	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
BBPJPPNJ_00727	CDS	1818	rnjA	3.1.-.-	COG0595	Ribonuclease J1
BBPJPPNJ_00728	CDS	207				hypothetical protein
BBPJPPNJ_00729	CDS	1008	ccsA			Cytochrome c biogenesis protein CcsA
BBPJPPNJ_00730	CDS	900				hypothetical protein
BBPJPPNJ_00731	CDS	360	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
BBPJPPNJ_00732	CDS	1452	era_2			GTPase Era
BBPJPPNJ_00733	tRNA	74				tRNA-His(gtg)
BBPJPPNJ_00734	CDS	357				hypothetical protein
BBPJPPNJ_00735	CDS	945				hypothetical protein
BBPJPPNJ_00736	CDS	492	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
BBPJPPNJ_00737	CDS	891				hypothetical protein
BBPJPPNJ_00738	CDS	1326				hypothetical protein
BBPJPPNJ_00739	CDS	777	tagA_1	2.4.1.187	COG1922	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
BBPJPPNJ_00740	CDS	261				hypothetical protein
BBPJPPNJ_00741	CDS	1257				hypothetical protein
BBPJPPNJ_00742	CDS	1053				hypothetical protein
BBPJPPNJ_00743	CDS	1113				hypothetical protein
BBPJPPNJ_00744	CDS	963	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
BBPJPPNJ_00745	CDS	1791	typA		COG1217	GTP-binding protein TypA/BipA 
BBPJPPNJ_00746	CDS	600				hypothetical protein
BBPJPPNJ_00747	CDS	663				hypothetical protein
BBPJPPNJ_00748	CDS	1368		1.6.99.-	COG1252	NADH dehydrogenase-like protein
BBPJPPNJ_00749	tRNA	85				tRNA-Leu(tag)
BBPJPPNJ_00750	CDS	1155				hypothetical protein
BBPJPPNJ_00751	CDS	669	trmR_1	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
BBPJPPNJ_00752	CDS	1932	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
BBPJPPNJ_00753	CDS	597				hypothetical protein
BBPJPPNJ_00754	CDS	2229				hypothetical protein
BBPJPPNJ_00755	CDS	1131				hypothetical protein
BBPJPPNJ_00756	CDS	96				hypothetical protein
BBPJPPNJ_00757	CDS	5028	ycf3_4			Photosystem I assembly protein Ycf3
BBPJPPNJ_00758	CDS	1134		1.12.-.-		Soluble hydrogenase 42 kDa subunit
BBPJPPNJ_00759	CDS	453				hypothetical protein
BBPJPPNJ_00760	CDS	1338				hypothetical protein
BBPJPPNJ_00761	CDS	1188	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BBPJPPNJ_00762	CDS	1689				hypothetical protein
BBPJPPNJ_00763	CDS	1197	epsF_1	2.4.-.-	COG0438	Putative glycosyltransferase EpsF
BBPJPPNJ_00764	CDS	1824				hypothetical protein
BBPJPPNJ_00765	CDS	372				hypothetical protein
BBPJPPNJ_00766	CDS	786	cmpD_1	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
BBPJPPNJ_00767	CDS	1986	cmpC_1	3.6.3.-		Bicarbonate transport ATP-binding protein CmpC
BBPJPPNJ_00768	CDS	843	nrtB		COG0600	Nitrate import permease protein NrtB
BBPJPPNJ_00769	CDS	1329	nrtA_1			Nitrate/nitrite binding protein NrtA
BBPJPPNJ_00770	CDS	1530	sir_2	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
BBPJPPNJ_00771	CDS	381				hypothetical protein
BBPJPPNJ_00772	CDS	282				hypothetical protein
